0.45,0.45,1.62,-0.00,-0.00
0.45,0.45,1.62,-0.00,-0.00
0.45,0.45,1.62,-0.00,-0.00
0.45,0.45,1.62,-0.00,-0.00
0.45,0.45,1.62,-0.00,-0.00
0.45,0.45,1.62,-0.00,-0.00
0.45,0.45,1.62,-0.00,-0.00
0.45,0.45,1.62,-0.00,-0.00
0.45,0.45,1.62,-0.00,-0.00
0.45,0.45,1.62,-0.00,0.05
2.39,2.39,6.08,13.08,12.23
8.51,8.51,14.04,19.21,18.77
10.55,10.55,11.92,31.34,31.20
10.98,10.98,8.62,52.34,52.38
9.01,9.01,12.08,60.70,67.67
0.45,0.45,1.74,73.28,77.97
0.45,0.45,1.62,72.74,82.19
0.45,0.45,1.62,74.16,80.53
0.45,0.45,1.62,72.51,80.83
0.47,0.47,1.64,71.83,78.51
0.63,0.63,3.16,72.22,79.42
2.02,2.02,4.23,69.44,80.08
0.69,0.69,4.19,69.61,78.64
1.84,1.84,4.61,69.08,78.72
3.52,3.52,5.42,67.53,78.28
4.17,4.17,4.99,65.83,77.49
2.95,2.95,4.85,67.27,78.14
1.42,1.42,4.19,67.26,78.49
1.69,1.69,4.34,64.96,76.78
2.19,2.19,5.57,66.64,77.90
2.96,2.96,5.74,65.57,76.71
5.11,5.11,4.28,63.17,76.41
6.54,6.54,6.26,64.95,75.45
6.65,6.65,6.90,65.45,75.67
6.76,6.76,7.68,64.63,77.43
7.67,7.67,8.19,64.46,75.20
8.55,8.55,7.47,63.49,77.09
7.13,7.13,6.19,63.57,74.85
4.86,4.86,5.73,65.09,75.94
6.04,6.04,3.84,64.66,73.30
7.93,7.93,6.16,63.71,75.54
11.25,11.25,6.78,62.95,75.00
13.70,13.70,7.54,63.65,75.01
12.87,12.87,8.61,63.34,74.41
11.06,11.06,8.32,62.71,75.41
10.56,10.56,7.75,61.47,75.06
13.71,13.71,7.73,60.68,75.75
15.95,15.95,6.99,61.11,76.86
15.78,15.78,5.81,60.53,75.38
9.87,9.87,4.08,58.82,77.47
2.82,2.82,2.66,57.93,76.16
1.75,1.75,1.71,58.93,79.24
3.81,3.81,1.62,58.48,80.90
2.25,2.25,1.84,53.75,82.95
2.38,2.38,2.60,58.07,83.05
2.25,2.25,4.01,57.50,83.27
4.24,4.24,5.32,55.87,78.27
6.58,6.58,6.04,56.41,81.48
8.68,8.68,5.43,54.73,78.91
9.32,9.32,3.21,52.24,80.07
8.78,8.78,2.96,54.78,80.17
8.52,8.52,2.25,53.88,80.54
9.60,9.60,1.96,51.63,80.52
9.26,9.26,2.08,49.61,80.30
8.09,8.09,1.85,50.53,81.18
6.86,6.86,1.87,51.17,78.60
6.97,6.97,1.98,51.47,80.35
7.57,7.57,1.83,49.55,78.57
8.84,8.84,1.98,49.08,80.33
9.30,9.30,2.48,47.06,78.48
8.33,8.33,2.65,48.83,79.40
7.40,7.40,2.07,45.40,77.03
6.66,6.66,1.70,50.53,79.77
6.13,6.13,1.62,56.90,79.03
6.75,6.75,1.62,56.82,79.34
14.55,14.55,4.07,60.67,78.53
18.31,18.31,7.85,62.03,78.79
21.65,21.65,7.80,61.69,78.06
25.01,25.01,4.59,60.64,80.59
24.43,24.43,2.82,61.34,79.37
23.54,23.54,3.54,62.63,80.04
22.59,22.59,5.59,61.18,79.32
18.47,18.47,4.13,60.66,80.04
16.08,16.08,3.46,60.54,79.61
12.78,12.78,5.45,60.10,79.77
9.31,9.31,6.99,60.89,79.63
9.39,9.39,8.27,60.46,79.99
5.51,5.51,7.78,60.74,79.01
0.93,0.93,9.64,62.56,80.25
1.09,1.09,10.02,63.16,83.38
1.11,1.11,12.77,62.26,82.76
4.05,4.05,17.67,59.17,82.75
8.16,8.16,19.50,55.56,82.33
11.61,11.61,21.75,51.91,83.19
12.39,12.39,20.57,54.67,81.66
13.67,13.67,15.76,54.96,83.90
13.59,13.59,17.88,55.76,81.62
13.26,13.26,20.49,57.77,83.82
15.74,15.74,17.81,57.19,81.57
17.88,17.88,15.13,56.95,83.33
18.86,18.86,16.36,56.01,80.31
18.91,18.91,17.02,54.16,82.91
20.56,20.56,13.80,51.18,80.79
18.84,18.84,10.87,52.79,82.81
17.21,17.21,13.76,52.83,80.71
18.80,18.80,16.33,50.95,83.21
19.83,19.83,16.03,52.76,78.46
21.66,21.66,13.13,54.46,82.49
21.59,21.59,14.44,51.96,78.53
20.48,20.48,14.95,52.79,80.70
18.37,18.37,20.84,59.68,75.98
17.35,17.35,22.40,58.72,81.38
15.14,15.14,19.80,65.22,81.91
11.63,11.63,9.09,65.97,79.42
12.56,12.56,4.35,68.36,83.30
13.87,13.87,3.14,69.11,78.53
15.49,15.49,2.40,70.17,82.32
16.82,16.82,2.72,70.03,79.00
17.72,17.72,2.18,69.59,82.85
20.21,20.21,1.74,68.67,80.05
18.68,18.68,1.65,68.10,82.33
15.24,15.24,3.49,68.25,79.99
11.35,11.35,5.13,67.76,83.19
8.01,8.01,7.86,66.56,80.92
2.00,2.00,17.31,66.24,84.46
0.45,0.45,20.57,61.98,85.28
0.45,0.45,27.34,62.66,86.18
0.48,0.48,28.11,61.96,86.96
2.66,2.66,21.18,57.98,86.63
6.05,6.05,20.49,54.70,85.08
6.06,6.06,12.02,49.27,85.68
5.75,5.75,14.26,53.50,85.67
6.90,6.90,17.81,54.31,85.10
8.63,8.63,17.56,52.86,85.17
10.18,10.18,12.79,57.05,84.89
12.00,12.00,9.24,63.50,84.55
13.04,13.04,7.45,65.32,86.23
14.97,14.97,4.17,72.42,85.06
14.17,14.17,6.58,70.46,87.83
8.65,8.65,8.06,71.61,85.61
12.70,12.70,4.08,69.63,89.95
14.53,14.53,1.92,71.87,84.00
16.78,16.78,6.90,69.15,88.72
13.80,13.80,8.96,70.11,83.31
3.13,3.13,8.21,63.40,88.47
4.62,4.62,7.33,67.76,81.19
0.72,0.72,14.93,68.35,86.53
0.45,0.45,19.28,70.29,85.35
0.45,0.45,17.79,68.06,85.59
0.45,0.45,8.45,69.48,82.45
0.55,0.55,1.62,67.19,84.51
3.29,3.29,1.62,66.17,81.23
6.04,6.04,1.62,65.77,78.71
9.19,9.19,1.62,62.99,77.47
15.94,15.94,1.62,63.02,81.09
17.00,17.00,1.62,62.29,75.83
14.09,14.09,1.62,64.04,77.31
11.37,11.37,1.62,63.67,79.94
15.28,15.28,1.62,64.75,76.42
10.13,10.13,1.62,61.67,78.52
4.97,4.97,1.62,62.17,78.07
5.94,5.94,2.31,65.03,79.52
15.58,15.58,16.27,65.02,80.91
16.32,16.32,26.83,63.54,82.82
14.30,14.30,28.88,65.13,84.90
19.16,19.16,25.34,65.00,82.34
16.82,16.82,12.51,63.69,81.54
17.19,17.19,12.41,62.85,80.39
17.93,17.93,21.63,61.96,80.58
24.52,24.52,25.04,62.62,78.50
22.46,22.46,25.19,60.99,81.02
18.98,18.98,18.67,62.31,79.22
19.00,19.00,15.23,62.73,80.50
17.68,17.68,13.17,61.90,81.81
18.34,18.34,9.56,60.63,79.03
18.59,18.59,13.50,62.10,80.00
19.61,19.61,16.19,59.76,78.60
18.03,18.03,15.70,60.36,77.04
17.24,17.24,15.58,58.60,79.15
19.42,19.42,17.28,59.22,77.38
21.59,21.59,18.96,58.69,77.93
25.40,25.40,19.75,58.53,77.96
28.86,28.86,20.25,59.86,74.21
30.21,30.21,21.96,58.45,79.69
29.81,29.81,21.96,58.41,77.99
29.06,29.06,22.46,58.04,76.97
31.64,31.64,22.13,58.05,78.33
33.49,33.49,23.87,58.34,78.96
33.98,33.98,23.72,58.14,78.49
33.75,33.75,25.36,57.06,78.87
32.59,32.59,24.92,57.30,77.55
31.51,31.51,24.15,54.34,77.34
32.48,32.48,25.47,55.03,77.47
34.63,34.63,23.47,54.16,77.64
32.84,32.84,21.41,52.58,75.74
27.20,27.20,14.48,52.10,76.83
17.86,17.86,11.24,53.16,76.76
13.26,13.26,11.99,52.27,76.76
17.09,17.09,18.04,53.52,79.18
17.35,17.35,26.03,54.70,82.58
17.04,17.04,30.24,55.41,82.44
18.41,18.41,22.40,55.94,81.86
17.36,17.36,27.85,54.58,82.02
17.60,17.60,25.75,53.00,85.07
19.10,19.10,20.36,52.39,81.05
21.06,21.06,21.21,53.97,80.00
22.40,22.40,13.90,51.68,81.64
23.20,23.20,12.77,50.24,79.32
28.47,28.47,19.98,50.65,78.37
25.54,25.54,23.30,47.34,79.97
22.53,22.53,27.54,48.97,78.03
22.13,22.13,24.43,50.26,79.54
22.09,22.09,20.03,49.00,80.35
25.07,25.07,20.21,50.90,77.61
26.02,26.02,22.75,49.35,79.94
25.20,25.20,22.92,50.16,79.15
26.46,26.46,21.98,48.19,79.09
26.19,26.19,25.08,48.16,77.04
27.91,27.91,24.49,47.11,77.10
28.25,28.25,24.60,46.09,76.54
26.20,26.20,20.01,43.30,76.56
25.46,25.46,16.66,41.86,74.23
